iter	MultiClass
0	1.562462899
1	1.346650608
2	1.187863282
3	1.054045917
4	0.9518851761
5	0.8767745908
6	0.8010792647
7	0.7307407907
8	0.6813047831
9	0.6390582089
10	0.5952364042
11	0.5552156389
12	0.5228209993
13	0.4867916351
14	0.456717118
15	0.4268640332
16	0.3995774832
17	0.3750961811
18	0.349697718
19	0.3334654453
20	0.3147785966
21	0.3000276538
22	0.2864527398
23	0.2750360273
24	0.2630109876
25	0.2503423846
26	0.238559291
27	0.2302486947
28	0.2181416851
29	0.2098856656
30	0.2029621741
31	0.1933699211
32	0.185368261
33	0.181558328
34	0.1765569364
35	0.1704243716
36	0.1641238824
37	0.1602492898
38	0.1551298627
39	0.1513763739
40	0.1485535335
41	0.1435458538
42	0.1394829563
43	0.1356471526
44	0.1325272306
45	0.1284000641
46	0.1238583572
47	0.1216418309
48	0.1194987449
49	0.1159681876
50	0.1129466586
51	0.1102518656
52	0.1070641026
53	0.1045066624
54	0.1024640743
55	0.1006502101
56	0.09856858368
57	0.09593526527
58	0.0932479722
59	0.091467878
60	0.08984914035
61	0.08880296815
62	0.08766953316
63	0.08641882188
64	0.08544285846
65	0.08359390979
66	0.0813844366
67	0.07936204501
68	0.07851175133
69	0.07705214345
70	0.07637166697
71	0.07569783391
72	0.07485556696
73	0.07365196408
74	0.07236301462
75	0.07143839719
76	0.07091331672
77	0.07042795731
78	0.06921558245
79	0.06842276532
80	0.06749848199
81	0.06597416612
82	0.06533237531
83	0.0647489039
84	0.06390218029
85	0.06313371313
86	0.06266811874
87	0.06206821332
88	0.06118695491
89	0.06086660525
90	0.06013110127
91	0.05974554419
92	0.0586033781
93	0.05776941953
94	0.05734642972
95	0.05673115965
96	0.05615075614
97	0.05531623876
98	0.05479337124
99	0.05422730432
100	0.05364383169
101	0.05298976019
102	0.05259331583
103	0.05197701288
104	0.05163540582
105	0.05118633668
106	0.05027371497
107	0.04967418655
108	0.04916717929
109	0.04877112876
110	0.04813358608
111	0.0479017195
112	0.04763999892
113	0.04721526647
114	0.04691441848
115	0.0465911412
116	0.04615021074
117	0.04567576773
118	0.04519904298
119	0.04476153129
120	0.04441528183
121	0.0440290083
122	0.04389396123
123	0.0434997023
124	0.04325171337
125	0.04245301615
126	0.0422823065
127	0.04200642274
128	0.04145279698
129	0.04114668343
130	0.04085493713
131	0.04058285683
132	0.04014721746
133	0.03971714395
134	0.03949066512
135	0.03908672368
136	0.03869996581
137	0.03853734167
138	0.03834313366
139	0.03788787922
140	0.03745104536
141	0.03710936153
142	0.03657834148
143	0.03632857784
144	0.0359626597
145	0.03575766309
146	0.0354836847
147	0.03520984024
148	0.03486877571
149	0.03471764225
150	0.03446411333
151	0.03423783519
152	0.03403195441
153	0.03390561273
154	0.03369909171
155	0.0334853058
156	0.03300335589
157	0.03289265063
158	0.03266101789
159	0.03248815315
160	0.0323337175
161	0.03227395917
162	0.03209883519
163	0.03191846257
164	0.0317232029
165	0.03142635367
166	0.03112852996
167	0.03092322485
168	0.03075123918
169	0.03064116494
170	0.03047742604
171	0.03025098009
172	0.03001111418
173	0.02989135073
174	0.02977408193
175	0.02969744652
176	0.02955899787
177	0.02950257408
178	0.02940835929
179	0.02925362425
180	0.02917502619
181	0.02914751493
182	0.02903009549
183	0.02892280514
184	0.02885461071
185	0.02879360569
186	0.02870318879
187	0.02858855054
188	0.02846120373
189	0.02831803724
190	0.02821327418
191	0.02808681251
192	0.02801068909
193	0.02777498167
194	0.02752038235
195	0.02738069273
196	0.02725035402
197	0.0272021841
198	0.02708093273
199	0.0269304983
200	0.02673279243
201	0.02656795732
202	0.0264761267
203	0.02633300276
204	0.02625756258
205	0.02621244672
206	0.02600129904
207	0.02594862445
208	0.02586130806
209	0.02571531038
210	0.02553851316
211	0.02552315253
212	0.02544152037
213	0.02539566579
214	0.02530768355
215	0.02525743904
216	0.02510933732
217	0.02501383721
218	0.02496215762
219	0.0248136676
220	0.02473573355
221	0.02455993626
222	0.02448592187
223	0.02442932594
224	0.02430877391
225	0.02421891218
226	0.02411972571
227	0.0239852267
228	0.02391858779
229	0.02390468591
230	0.02380992874
231	0.02374209629
232	0.02363891372
233	0.02357374677
234	0.02335402271
235	0.02332858347
236	0.02328956434
237	0.02317090636
238	0.0229961914
239	0.02296224826
240	0.0229105849
241	0.02289341741
242	0.02283505274
243	0.02275222461
244	0.02259945267
245	0.02252494836
246	0.02249163398
247	0.02238985492
248	0.0223189855
249	0.02219701302
250	0.02216795619
251	0.02213537964
252	0.02203041162
253	0.0219462919
254	0.02189899816
255	0.02182813118
256	0.02173936756
257	0.02169561931
258	0.02167217662
259	0.02157108269
260	0.02142044964
261	0.02135287714
262	0.02126581337
263	0.0211713238
264	0.02116335783
265	0.02113605641
266	0.02097837715
267	0.02094598636
268	0.02083002035
269	0.02071767057
270	0.02065896498
271	0.02056714993
272	0.02052387902
273	0.02040475043
274	0.02031536599
275	0.02030430058
276	0.02024726321
277	0.02020098917
278	0.02012515391
279	0.01998886888
280	0.01981729479
281	0.01977648848
282	0.01969161011
283	0.01967859298
284	0.01960133528
285	0.01955199088
286	0.01947683319
287	0.01938967386
288	0.01933650773
289	0.01929912032
290	0.01926137267
291	0.01913383291
292	0.01902702749
293	0.01887847029
294	0.01880565297
295	0.01871279188
296	0.01868517144
297	0.01865182653
298	0.01860173869
299	0.01854762053
300	0.01851488556
301	0.01848154793
302	0.01843481739
303	0.01836944783
304	0.01829362889
305	0.01823249815
306	0.01819115677
307	0.01815710945
308	0.01811114986
309	0.01803337682
310	0.01800658618
311	0.01791634557
312	0.01785597862
313	0.01780972783
314	0.01776830804
315	0.0176898265
316	0.01762590606
317	0.01760821463
318	0.0175539427
319	0.0175094719
320	0.01746075411
321	0.01738086699
322	0.01734616732
323	0.01731044863
324	0.01728971625
325	0.01723560333
326	0.01722285618
327	0.01718555741
328	0.01713315083
329	0.01711255855
330	0.01708857117
331	0.01705427063
332	0.0169939239
333	0.0169581722
334	0.01691108738
335	0.01687512017
336	0.0168600339
337	0.01683637488
338	0.01678457302
339	0.01673825645
340	0.01669925136
341	0.01661881222
342	0.01658305819
343	0.01655754934
344	0.01649413964
345	0.01646240292
346	0.0164424454
347	0.01642185014
348	0.01639639019
349	0.01635295
350	0.01633761849
351	0.01628345975
352	0.01624680513
353	0.01621966839
354	0.01615748112
355	0.01614253871
356	0.01611610755
357	0.01608939646
358	0.0160533121
359	0.01602073971
360	0.01598208402
361	0.01593662227
362	0.01589784467
363	0.01584883728
364	0.01577778262
365	0.01573431792
366	0.01566858661
367	0.01563719829
368	0.01561372211
369	0.01558226642
370	0.01553764372
371	0.0154797207
372	0.01544035877
373	0.01537674422
374	0.01534387843
375	0.01528711754
376	0.01524636403
377	0.01522746739
378	0.01517721642
379	0.01512268039
380	0.01510234505
381	0.01507358831
382	0.01506017281
383	0.0150432336
384	0.01497469827
385	0.01496941823
386	0.01494894307
387	0.01491334544
388	0.01489773492
389	0.01484922514
390	0.01481704331
391	0.01475817665
392	0.01474569016
393	0.01468862198
394	0.01465319814
395	0.01457686083
396	0.01455544456
397	0.01454482082
398	0.01450598579
399	0.01447774719
400	0.01445156622
401	0.01441415166
402	0.01437876293
403	0.01435826095
404	0.01431907248
405	0.01425914626
406	0.01420611899
407	0.01419430149
408	0.01415750943
409	0.01413703749
410	0.01411951921
411	0.01407897345
412	0.0140312505
413	0.01401477413
414	0.01398451337
415	0.01397484702
416	0.01395921351
417	0.01393368537
418	0.013920332
419	0.0138901408
420	0.01387278688
421	0.0138479453
422	0.01381425299
423	0.01378345715
424	0.01374529913
425	0.0137202443
426	0.01370315377
427	0.01367654747
428	0.01364965407
429	0.01361631798
430	0.01359719752
431	0.0135629297
432	0.01354654803
433	0.01353808007
434	0.01351326706
435	0.0134687514
436	0.01342647897
437	0.01340781598
438	0.01337871963
439	0.01333015925
440	0.01332201805
441	0.01328601086
442	0.01327659605
443	0.01325688419
444	0.01322709538
445	0.01320662086
446	0.01319692999
447	0.0131747936
448	0.0131442093
449	0.01312331072
450	0.01310454168
451	0.0130792783
452	0.01306314875
453	0.01304501568
454	0.0130173385
455	0.0129713721
456	0.01293405436
457	0.01288900407
458	0.01286060789
459	0.01282266519
460	0.01280515672
461	0.01279249052
462	0.01277611777
463	0.01276573098
464	0.01274432906
465	0.01268636519
466	0.01267223427
467	0.01264321018
468	0.01263206084
469	0.01258385469
470	0.01254632805
471	0.01249952243
472	0.01247658009
473	0.01244296062
474	0.01243770665
475	0.01240834308
476	0.01239403795
477	0.01237755365
478	0.01235514189
479	0.0123313547
480	0.01230535662
481	0.01229093755
482	0.01226913708
483	0.01225049003
484	0.01222714972
485	0.01219923936
486	0.01218428083
487	0.01216495814
488	0.01213964923
489	0.0121170518
490	0.01208419339
491	0.01206210474
492	0.0120463578
493	0.01201151385
494	0.01198171213
495	0.01193525453
496	0.01191115632
497	0.01186837604
498	0.01183972068
499	0.01179269939
500	0.01176671196
501	0.01173658257
502	0.01167931131
503	0.01166393627
504	0.01165429774
505	0.01163525291
506	0.01163069215
507	0.01160899899
508	0.01157754109
509	0.01155386639
510	0.01154905741
511	0.01152976992
512	0.01151728062
513	0.01149814831
514	0.01148787988
515	0.0114613215
516	0.01142878576
517	0.01140194816
518	0.01138901783
519	0.01137960392
520	0.01137170697
521	0.0113614655
522	0.01133557027
523	0.01130141323
524	0.01126897401
525	0.01124724413
526	0.01122450155
527	0.01120044387
528	0.01119335111
529	0.01118181254
530	0.01117553332
531	0.01115978333
532	0.0111308973
533	0.01112658719
534	0.01111434836
535	0.01110534173
536	0.0110933048
537	0.01107504826
538	0.01106039635
539	0.01104824496
540	0.01103015147
541	0.01101366483
542	0.0110065012
543	0.01098564831
544	0.01096646254
545	0.01095755559
546	0.01093333336
547	0.01091778446
548	0.01089933275
549	0.01088056142
550	0.01086622544
551	0.01085339176
552	0.01083849536
553	0.0108298091
554	0.01080807578
555	0.01079583883
556	0.01078022195
557	0.01076255493
558	0.01072837475
559	0.01072401973
560	0.01070265133
561	0.01068029212
562	0.01067021459
563	0.01065648842
564	0.01064570778
565	0.01061999286
566	0.01058572803
567	0.01057228808
568	0.01055171564
569	0.01052918684
570	0.01052171447
571	0.01051591726
572	0.01050417815
573	0.01047735846
574	0.01046030289
575	0.01043796807
576	0.01042816928
577	0.01042334073
578	0.01041181896
579	0.01038122889
580	0.01037060589
581	0.01035516549
582	0.01033977495
583	0.01032377928
584	0.01030679264
585	0.01027512076
586	0.01025447465
587	0.01023512407
588	0.01022382024
589	0.01021520891
590	0.01020069482
591	0.01018665132
592	0.01015774273
593	0.01012841427
594	0.0101066546
595	0.01009244648
596	0.01008573416
597	0.01007718175
598	0.01007264085
599	0.01005959964
600	0.010044634
601	0.01002963858
602	0.01001778956
603	0.01000452084
604	0.009997647681
605	0.009979234107
606	0.009960965858
607	0.009941242768
608	0.009927070822
609	0.009916993091
610	0.00990319805
611	0.009896852479
612	0.009881262503
613	0.009860273398
614	0.009853581317
615	0.00984520697
616	0.009838284873
617	0.009820103193
618	0.009801262677
619	0.009782784039
620	0.00976692413
621	0.009751342943
622	0.009741109045
623	0.009729100418
624	0.009715656731
625	0.009701434074
626	0.009692336947
627	0.009675821277
628	0.009660245183
629	0.009649716361
630	0.009639915961
631	0.009621653001
632	0.009617086675
633	0.009602732272
634	0.009589077489
635	0.00957551794
636	0.009559768374
637	0.009547836095
638	0.009527008261
639	0.009516126261
640	0.009507001368
641	0.009473949167
642	0.009466626526
643	0.009459624205
644	0.0094442305
645	0.009431694887
646	0.009411546802
647	0.009384066723
648	0.009372224672
649	0.009357422171
650	0.009349256628
651	0.00934522128
652	0.009337964041
653	0.009324290189
654	0.00930110975
655	0.009282576352
656	0.009266375317
657	0.009251410376
658	0.009234915917
659	0.009231801124
660	0.009227741507
661	0.009218058636
662	0.009200600351
663	0.009182866998
664	0.009166921265
665	0.009142010903
666	0.009116218248
667	0.009092929432
668	0.009081830491
669	0.009077376155
670	0.009060190277
671	0.00903901231
672	0.00903494236
673	0.009026932203
674	0.009014293472
675	0.009007451735
676	0.008991194663
677	0.008971211634
678	0.008954010434
679	0.008947180832
680	0.008932203641
681	0.008915173485
682	0.008902502872
683	0.008885515949
684	0.008877486802
685	0.008857879766
686	0.008847368753
687	0.00883667639
688	0.008813358889
689	0.008798601668
690	0.008793290573
691	0.008790771278
692	0.008775105525
693	0.008769411314
694	0.008764346099
695	0.008752537481
696	0.008746250101
697	0.008734857612
698	0.008727022251
699	0.008722167267
700	0.008715225844
701	0.008705840152
702	0.008696553508
703	0.008677211827
704	0.008673031866
705	0.008655617485
706	0.008648320198
707	0.008639732641
708	0.008630860846
709	0.008620194478
710	0.008615910894
711	0.00860016132
712	0.008596657898
713	0.008591021754
714	0.008586746897
715	0.008572627944
716	0.008549659684
717	0.008534828492
718	0.008519681284
719	0.008513169186
720	0.008496259739
721	0.00849042761
722	0.008483555053
723	0.008466502482
724	0.008454600156
725	0.008448895609
726	0.008442135147
727	0.008437114272
728	0.008425490172
729	0.00842124048
730	0.008416185228
731	0.008395695533
732	0.008383507865
733	0.008370375118
734	0.008361429183
735	0.008351596437
736	0.008341900815
737	0.008330696763
738	0.008323915039
739	0.008319062304
740	0.008299248651
741	0.008285770948
742	0.008274770156
743	0.008267204323
744	0.008258794331
745	0.008243264042
746	0.008228980328
747	0.008217927829
748	0.008210742753
749	0.0081998937
750	0.008191512211
751	0.00818702196
752	0.008176788626
753	0.008174102376
754	0.008157652531
755	0.008153224458
756	0.008146221519
757	0.008140705784
758	0.008134952579
759	0.008124661527
760	0.008105768023
761	0.00810333857
762	0.008084630448
763	0.008072845133
764	0.008066847647
765	0.008057702828
766	0.008047654524
767	0.008041066257
768	0.00803603957
769	0.008019719616
770	0.008001454816
771	0.007994807444
772	0.007989910126
773	0.007982005604
774	0.00797168049
775	0.007968234886
776	0.007963048664
777	0.007948394117
778	0.007941731089
779	0.00793835667
780	0.007935304346
781	0.007932676768
782	0.007928742896
783	0.007912077741
784	0.007905309068
785	0.007900196739
786	0.007896329113
787	0.007887370331
788	0.007879530551
789	0.00786604933
790	0.007859505433
791	0.007848462297
792	0.007843682082
793	0.007840294286
794	0.007825925865
795	0.007822453558
796	0.007818371241
797	0.007814086091
798	0.007801302173
799	0.007789677576
800	0.007779946272
801	0.00777602565
802	0.007771976099
803	0.007768474735
804	0.007762492598
805	0.007758581219
806	0.007753736659
807	0.007751082719
808	0.007740162094
809	0.00773670139
810	0.007730552398
811	0.007724840625
812	0.007713382847
813	0.007701761424
814	0.007681918657
815	0.007676991635
816	0.007667395712
817	0.007662475248
818	0.007645153506
819	0.007634819961
820	0.007630698881
821	0.00762661629
822	0.007618917032
823	0.007616329797
824	0.007608408214
825	0.007604469439
826	0.007596529587
827	0.007592461205
828	0.007579003279
829	0.007568885468
830	0.007566855238
831	0.007565641595
832	0.007555087712
833	0.007548106074
834	0.007522771128
835	0.007512983882
836	0.007506436231
837	0.007501491021
838	0.007487656852
839	0.007478588856
840	0.007463641596
841	0.007454868762
842	0.007447689475
843	0.007444866709
844	0.007435689701
845	0.007431972848
846	0.007423967296
847	0.007420029752
848	0.007408576198
849	0.007402914043
850	0.007395916532
851	0.007388399809
852	0.007385982442
853	0.007367441993
854	0.007355628196
