iter	MultiClass
855	0.007351895298
856	0.007346097922
857	0.007344121465
858	0.007324474247
859	0.007316201029
860	0.007307876545
861	0.007303827908
862	0.007299328939
863	0.00729066536
864	0.007282158778
865	0.007278104565
866	0.007270826914
867	0.007265030724
868	0.007249263448
869	0.007242291218
870	0.007227894564
871	0.007214376739
872	0.007206563437
873	0.007190442071
874	0.007180827896
875	0.007177544367
876	0.007158191694
877	0.007147199221
878	0.00713912749
879	0.007121422874
880	0.007112702613
881	0.007107700878
882	0.007101718789
883	0.007086515326
884	0.007076840402
885	0.007073092446
886	0.007063800714
887	0.007048639211
888	0.00704621163
889	0.007036155923
890	0.00702877036
891	0.007021328559
892	0.0070164505
893	0.00700055098
894	0.006993990776
895	0.006985337169
896	0.006982410915
897	0.006971460224
898	0.006968883455
899	0.006964725142
900	0.006957755485
901	0.006954156782
902	0.006948825869
903	0.006934117261
904	0.006924343992
905	0.006917024877
906	0.006912258913
907	0.006907294982
908	0.006902479075
909	0.006889494446
910	0.006879994738
911	0.00687434809
912	0.006868919346
913	0.006863405559
914	0.006851610913
915	0.00684676131
916	0.006839342602
917	0.006836265955
918	0.006829370523
919	0.006818145877
920	0.006815247232
921	0.006811060164
922	0.006803637702
923	0.006799976601
924	0.006798287236
925	0.006788570225
926	0.006778904952
927	0.006773791587
928	0.006769506491
929	0.006760191027
930	0.006750573227
931	0.00674831404
932	0.006739827834
933	0.006734976736
934	0.006730553908
935	0.006723930213
936	0.006715623278
937	0.006705831548
938	0.006700365125
939	0.006693119843
940	0.006684539351
941	0.00668124908
942	0.006675093049
943	0.0066659627
944	0.006658587011
945	0.006650465804
946	0.00664167954
947	0.00663783409
948	0.006632704969
949	0.006624071195
950	0.006616024415
951	0.006609514741
952	0.006607977203
953	0.006598772462
954	0.006587340759
955	0.006582498463
956	0.006574533915
957	0.006571157554
958	0.006569693158
959	0.006562306711
960	0.006554355275
961	0.006545684142
962	0.006538012177
963	0.006535841968
964	0.006532459276
965	0.006519939253
966	0.006515471911
967	0.006510164636
968	0.006505680145
969	0.006502385858
970	0.006495425157
971	0.006488090924
972	0.006484483738
973	0.006470802218
974	0.006457260752
975	0.006450384135
976	0.006439680142
977	0.006435467317
978	0.006428534321
979	0.006420756746
980	0.006414209743
981	0.006410382386
982	0.006408011799
983	0.006402994794
984	0.0063944682
985	0.006390735738
986	0.006388911532
987	0.006385326518
988	0.006383785275
989	0.006376753123
990	0.00637287708
991	0.006367649237
992	0.006365952156
993	0.006363795827
994	0.006360547088
995	0.006355312925
996	0.006348952172
997	0.006345666488
998	0.006343915935
999	0.00633470955
